GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,LISTED,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1013270,110007174039,2022,"Jack Daniel Distillery, Lem Motlow Prop., Inc.",280 Lynchburg Highway,Lynchburg,TN,37352,MOORE COUNTY,1,BROWN-FORMAN CORP,850 Dixie Highway,Louisville,KY,40210,100,312140
1003063,110064308253,2022,MERCURY MARINE FOND DU LAC COMPLEX,W6250 PIONEER RD,FOND DU LAC,WI,54936,FOND DU LAC COUNTY,1,BRUNSWICK CORP,26125 N. Riverwoods Blvd,Mettawa,IL,60045,100,333618
1003134,110040892638,2022,PAMPA PLANT,5 M SW OF PAMPA ON HWY 60,PAMPA,TX,79066,GRAY COUNTY,1,CABOT CORP,"2 Seaport Lane, Suite 1300",Boston,MA,02210,100,325180
1004791,110000494885,2022,CABOT CORP - VILLE PLATTE PLANT,2066 CABOT ROAD,VILLE PLATTE,LA,70586,EVANGELINE PARISH,1,CABOT CORP,"2 Seaport Lane, Suite 1300",Boston,MA,02210,100,325180
1006435,110071160133,2022,CABOT CORP - CANAL PLANT,272 CABOT LANE HIGHWAY 317,FRANKLIN,LA,70538,ST. MARY PARISH,1,CABOT CORP,"2 Seaport Lane, Suite 1300",Boston,MA,02210,100,325180
1005508,110064340075,2022,Caesars Entertainment Consolidated Properties Source ID 257,One Caesars Palace Drive,Las Vegas,NV,89109,CLARK COUNTY,1,CAESARS ENTERTAINMENT CORP,One Caesars Palace Drive,Las Vegas,NV,89109,100,721120
1005164,110065171502,2022,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",28590 Highway 119,TUPMAN,CA,93276,KERN COUNTY,1,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211130
1005321,110002408305,2022,CalNRG  Santa Clara Valley Gas Plant,3824 GUIBERSON ROAD-GAS PL,PIRU,CA,93040,VENTURA COUNTY,1,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211130
1008402,,2022,California Resources Production Corporation  San Joaquin Valley Basin 745,900 Old River Road,Bakersfield,CA,93311,,1,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211120
1008405,,2022,California Resources Production Corporation  Sacramento Valley Basin 730,900 Old River Road,Bakersfield,CA,93311,,1,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211130
1012348,110070082244,2022,California Resources Production Corporation- LA Basin Gathering and Boosting,"1 World Trade Center, Suite 1500",Long Beach,CA,90802,,1,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211120
1012351,110070082245,2022,CalNRG- Ventura Basin Gathering and Boosting,2575 Vista Del Mar Drive,Ventura,CA,93001,,1,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211120
1012360,110070082250,2022,CRPC - San Joaquin Valley Gathering and Boosting,"900 Old River Road, Plaza",Bakersfield,CA,93311,,1,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211120
1012361,110070082251,2022,CRPC  Sacramento Valley Basin Gathering and Boosting,"900 Old River Road, Plaza",Bakersfield,CA,93311,,1,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211130
1012129,110070082162,2022,Permian Basin Operations,"2000 W. Sam Houston Parkway South, Suite 2000",Houston,TX,77042,,1,CALLON PETROLEUM CO,"2000 W. Sam Houston Pkwy. S., Suite 2000",Houston,TX,77042,100,211120
1012742,110071162358,2022,Callon (Eagle Ford) LLC - Basin 220 GB,"2000 W. Sam Houston South, Suite 2000",Houston,TX,77042,HARRIS COUNTY,1,CALLON PETROLEUM CO,"2000 W Sam Houston PKWY S, Suite 2000",Houston,TX,77042,100,211120
1013307,110070525466,2022,Permian Basin Gathering and Boosting,"2000 W. Sam Houston Parkway South, Suite 2000",Houston,TX,77042,HARRIS COUNTY,1,CALLON PETROLEUM CO,"2000 W. Sam Houston Pkwy. S., Suite 2000",Houston,TX,77042,100,211120
1004205,110041038542,2022,"CAMPBELL SOUP SUPPLY COMPANY, LLC DBA DIXON CANNING CORP.",8380 PEDRICK ROAD,DIXON,CA,95620,SOLANO COUNTY,1,CAMPBELL SOUP CO,1 Campbell Place,Camden,NJ,08103,100,311421
1004254,110071162005,2022,CAMPBELL SOUP COMPANY (0335010105),12-773 ST RT 110,NAPOLEON,OH,43545,HENRY COUNTY,1,CAMPBELL SOUP CO,1 Campbell Place,Camden,NJ,08103,100,311422
1005780,110018837892,2022,CAMPBELL SOUP SUPPLY COMPANY,2120 HIGHWAY 71 NORTH,MAXTON,NC,28364,ROBESON COUNTY,1,CAMPBELL SOUP CO,1 Campbell Place,Camden,NJ,08103,100,311422
1006617,110042082572,2022,PARIS PLANT,"500 LOOP 286 N,W.--SUITE 100",PARIS,TX,75461,LAMAR COUNTY,1,CAMPBELL SOUP CO,1 Campbell Place,Camden,NJ,08103,100,311422
1009888,110039345045,2022,Salt River Project - T & D Equipment,1521 N. Project Drive,Tempe,AZ,85281,MARICOPA COUNTY,1,CAPITAL POWER,"155 Federal Street, Suite 1200",Boston,MA,02110,0.69,221121
1013097,110000356347,2022,Accella Polyurethane Systems,100 Enterprise Drive,Cartersville,GA,30120,BARTOW COUNTY,1,CARLISLE COS INC,1285 Ritner Highway,Carlisle,PA,17013,100,326150
1004036,110010267237,2022,CARPENTER TECHNOLOGY,101 WEST BERN ST.,READING,PA,19601,BERKS COUNTY,1,CARPENTER TECHNOLOGY CORP,101 W Bern St,Reading,PA,19601,100,331110
1004434,110000330188,2022,Carpenter Technology - Latrobe Operations,2626 LIGONIER STREET,LATROBE,PA,15650,WESTMORELAND COUNTY,1,CARPENTER TECHNOLOGY CORP,101 W Bern St,Reading,PA,19601,100,331110
1011406,,2022,Carrier Corporation,13995 Pasteur Blvd.,Palm Beach Gardens,FL,33418,,1,CARRIER GLOBAL CORP,13995 Pasteur Boulevard,Palm Beach Gardens,FL,33418,100,333415
1011431,110000834893,2022,"Kidde Fenwal, Inc.",400 Main Street,Ashland,MA,01721,MIDDLESEX COUNTY,1,CARRIER GLOBAL CORP,13995 Pasteur Boulevard,Palm Beach Gardens,FL,33418,100,325998
1005253,110070072188,2022,JUNIPER RIDGE LANDFILL,2828 BENNOCH RD,OLD TOWN,ME,04468,PENOBSCOT COUNTY,1,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005254,110024357088,2022,SOUTHBRIDGE RECYCLING & DISPOSAL PARK,165 BAREFOOT RD,SOUTHBRIDGE,MA,01550,WORCESTER COUNTY,1,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005255,110004102328,2022,NORTH COUNTRY ENVIRONMENTAL SERVICES INC,581 TRUDEAU ROAD,BETHLEHEM,NH,03574,GRAFTON COUNTY,1,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005257,110071160321,2022,ONTARIO CO LANDFILL,1879 ST RTE 5 & 20,STANLEY,NY,14561,ONTARIO COUNTY,1,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005258,110019781814,2022,HYLAND LANDFILL,6653 HERDMAN RD,ANGELICA,NY,14709,ALLEGANY COUNTY,1,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005259,110004316348,2022,CLINTON COUNTY REGIONAL LANDFILL,286 SAND RD,MORRISONVILLE,NY,12962,CLINTON COUNTY,1,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005261,110006537051,2022,NEWSVT LANDFILL,21 Landfill Lane,Coventry,VT,05855,ORLEANS COUNTY,1,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005530,110010261233,2022,MCKEAN CNTY LDFL,19 NESS LN,KANE,PA,16735,MCKEAN COUNTY,1,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1006021,110001567377,2022,CHEMUNG COUNTY LANDFILL,4349 COUNTY ROUTE 60,ELMIRA,NY,14901,CHEMUNG COUNTY,1,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1002317,110000478974,2022,SOLAR TURBINES INCORPORATED,4200 RUFFIN ROAD,SAN DIEGO,CA,92123,SAN DIEGO COUNTY,1,CATERPILLAR INC,"510 Lake Cook Road, Suite 100",Deerfield,IL,60015,100,333611
1002575,110000500440,2022,Caterpillar Inc. - East Peoria Plant,901 W. Washington Street,East Peoria,IL,61630,TAZEWELL COUNTY,1,CATERPILLAR INC,"510 Lake Cook Road, Suite 100",Deerfield,IL,60015,100,333120
1004470,110071162122,2022,CATERPILLAR INCORPORATED,3701 South Street,LAFAYETTE,IN,47905,TIPPECANOE COUNTY,1,CATERPILLAR INC,"510 Lake Cook Road, Suite 100",Deerfield,IL,60015,100,333618
1005197,110009989904,2022,PROGRESS RAIL LOCOMOTIVE INC,9301 WEST 55TH STREET,MCCOOK,IL,60525,COOK COUNTY,1,CATERPILLAR INC,"510 Lake Cook Road, Suite 100",Deerfield,IL,60015,100,336510
1005990,110000437965,2022,CATERPILLAR INC.-MAPLETON,8826 WEST ROUTE 24,MAPLETON,IL,61547,PEORIA COUNTY,1,CATERPILLAR INC,5205 North O'Connor Blvd Suite 100,Irving,TX,75039,100,331511
1006553,110001234030,2022,"Advanced Tri-Gen Power Systems, LLC",1823 East Boy Scout Road,Chillicothe,IL,61523,PEORIA COUNTY,1,CATERPILLAR INC,"510 Lake Cook Road, Suite 100",Deerfield,IL,60015,100,221112
1013247,110070517192,2022,Dallas Overhaul Center,215 E Centre Park Blvd,Desoto,TX,75115,DALLAS COUNTY,1,CATERPILLAR INC,"510 Lake Cook Road, Suite 100",Deerfield,IL,60015,100,333611
1003300,110056966948,2022,Celanese Acetate LLC - Manufacturing Processes,3520 Virginia Avenue,Narrows,VA,24124,GILES COUNTY,1,CELANESE CORP,"222 Las Colinas Boulevard W, Suite 900N",Irving,TX,75039,100,325220
1006867,110067040703,2022,CLEAR LAKE PLANT,9502 BAYPORT BLVD.,PASADENA,TX,77507,HARRIS COUNTY,1,CELANESE CORP,"222 Las Colinas Boulevard W, Suite 900N",Irving,TX,75039,100,325199
1007868,110031352649,2022,TICONA POLYMERS INCORPORATED,5738 COUNTY ROAD 4,BISHOP,TX,78343,NUECES COUNTY,1,CELANESE CORP,"222 Las Colinas Boulevard W, Suite 900N",Irving,TX,75039,100,325199
1002308,110070318467,2022,CEMEX Construction Materials Pacific LLC,25220 Black Mountain Quarry Road,Apple Valley,CA,92308,SAN BERNARDINO COUNTY,1,CEMEX INC,10100 Katy Freeway Suite 300,Houston,TX,77043,100,327310
1003303,110064023667,2022,Brooksville South Cement Plant,10311 CEMENT PLANT ROAD,BROOKSVILLE,FL,34601,HERNANDO COUNTY,1,CEMEX INC,10100 Katy Freeway Suite 300,Houston,TX,77043,100,327310
1004721,110009789318,2022,CEMEX CONSTRUCTION MATERIALS ATLANTIC LLC,6212 CEMENT PLANT ROAD,KNOXVILLE,TN,37924,KNOX COUNTY,1,CEMEX INC,10100 Katy Freeway Suite 300,Houston,TX,77043,100,327310
1004758,110007417205,2022,CEMEX MIAMI,1200 NW 137TH AVE,MIAMI,FL,33182,MIAMI-DADE COUNTY,1,CEMEX INC,10100 Katy Freeway Suite 300,Houston,TX,77043,100,327310
1007663,110000464550,2022,"CEMEX Construction Materials South, LLC",2580 WALD ROAD,NEW BRAUNFELS,TX,78132,COMAL COUNTY,1,CEMEX INC,10100 Katy Freeway Suite 300,Houston,TX,77043,100,327310
1007877,110000467450,2022,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,5134 UTE HIGHWAY,LYONS,CO,80540,BOULDER COUNTY,1,CEMEX INC,10100 Katy Freeway Suite 300,Houston,TX,77043,100,327310
1008033,110000369645,2022,"CEMEX SOUTHEAST LLC, DEMOPOLIS PLANT",1617 ARCOLA ROAD,DEMOPOLIS,AL,36732,MARENGO COUNTY,1,CEMEX INC,10100 Katy Freeway Suite 300,Houston,TX,77043,100,327310
1001033,1.1007E+11,2022,A B Brown Generating Station,8511 WELBORN ROAD,MOUNT VERNON,IN,47620,Posey,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221112
1001544,110071160311,2022,F B Culley Generating Station,3700 DARLINGTON ROAD,NEWBURGH,IN,47630,Warrick,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221112
1004049,110071159240,2022,CenterPoint Energy Entex (Mississippi),P.O. Box 0305,Houston,TX,77002,HARRIS COUNTY,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221210
1004086,110071160439,2022,CenterPoint Energy Minnesota Gas,"800 LaSalle Ave, Floor 14, PO Box 59038",Minneapolis,MN,55459,HENNEPIN COUNTY,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221210
1004112,110071160442,2022,Southern Indiana Gas & Electric Company,One Vectren Square,Evansville,IN,47711,VANDERBURGH COUNTY,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221210
1004198,110071160441,2022,CenterPoint Energy Entex (Louisiana),P.O. Box 0305,Houston,TX,77002,HARRIS COUNTY,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221210
1004210,110071160246,2022,Indiana Gas Company,2111 NW Riverside Dr.,Evansville,IN,47708,VANDERBURGH COUNTY,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221210
1004296,110071160413,2022,Vectren Energy Delivery of Ohio,One Vectren Square,Evansville,IN,47708,VANDERBURGH COUNTY,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221210
1005925,110071162239,2022,CenterPoint Energy Entex (Texas),P.O. Box 0305,Houston,TX,77002,HARRIS COUNTY,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221210
1008343,110005031009,2022,"CenterPoint Energy Houston Electric, LLC substations","4500 South Shaver, Building D",Houston,TX,77034,HARRIS COUNTY,1,CENTERPOINT ENERGY INC,"1111 Louisiana Street, Suite 264",Houston,TX,77002,100,221121
1002112,110056954470,2022,"Century Aluminum of South Carolina, Inc.",3575 HIGHWAY 52,GOOSE CREEK,SC,29445,BERKELEY COUNTY,1,CENTURY ALUMINUM CO,"1 South Wacker Drive, Suite 1000",Chicago,IL,60606,100,331313
1006666,110038162118,2022,Century Aluminum Sebree LLC,9404 STATE ROUTE 2096,Robards,KY,42452,HENDERSON COUNTY,1,CENTURY ALUMINUM CO,"1 South Wacker Drive, Suite 1000",Chicago,IL,60606,100,331313
1006853,110070320432,2022,CENTURY ALUMINUM OF KENTUCKY,1627 STATE ROUTE 3543,HAWESVILLE,KY,42348,HANCOCK COUNTY,1,CENTURY ALUMINUM CO,"1 South Wacker Drive, Suite 1000",Chicago,IL,60606,100,331313
1002275,110000550332,2022,VERDIGRIS PLT,6606 EAST 540 RD,CLAREMORE,OK,74019,ROGERS COUNTY,1,CF INDUSTRIES HOLDINGS INC,"4 Parkway North, Suite 400",Deerfield,IL,60015-2590,100,325311
1002301,110070277638,2022,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",39018 HIGHWAY 3089,DONALDSONVILLE,LA,70346,ASCENSION PARISH,1,CF INDUSTRIES HOLDINGS INC,"4 Parkway North, Suite 400",Deerfield,IL,60015-2590,100,325311
1004183,110000741485,2022,"CF Industries Nitrogen, LLC - Yazoo City Facility",4612 HIGHWAY 49 EAST,YAZOO,MS,39194,YAZOO COUNTY,1,CF INDUSTRIES HOLDINGS INC,"4 Parkway North, Suite 400",Deerfield,IL,60015-2590,100,325311
1005788,110070081925,2022,TERRA INTERNATIONAL (OKLAHOMA) LLC,1000 TERRA DRIVE,WOODWARD,OK,73801,WOODWARD COUNTY,1,CF INDUSTRIES HOLDINGS INC,"4 Parkway North, Suite 400",Deerfield,IL,60015-2590,100,325311
1006005,110000414089,2022,"CF Industries Nitrogen, LLC-Port Neal Nitrogen Complex",1182 260TH ST.,SERGEANT BLUFF,IA,51054,WOODBURY COUNTY,1,CF INDUSTRIES HOLDINGS INC,"4 Parkway North, Suite 400",Deerfield,IL,60015-2590,100,325311
1009487,110000384307,2022,Chemtrade Refinery Solutions LP,1400 Otter Creek Rd.,Oregon,OH,43616,LUCAS COUNTY,1,CHEMTRADE LOGISTICS INC,1400 Otter Creek Road,Oregon,OH,43616-1232,100,325180
1002259,110017761322,2022,SABINE PASS LNG TERMINAL,9243 GULF BEACH HWY,JOHNSONS BAYOU,LA,70631,CAMERON PARISH,1,CHENIERE ENERGY INC,"700 Milam Street, Suite 1900",Houston,TX,77002,100,488999
1012138,110071161822,2022,Gillis Compressor Station,1970 Texas Eastern Road,Ragley,LA,70657,BEAUREGARD PARISH,1,CHENIERE ENERGY INC,"700 Milam Street, Suite 1900",Houston,TX,77002,100,486210
1013179,,2022,Corpus Christi Liquefaction,2822 La Quinta Rd,Gregory,TX,78359,,1,CHENIERE ENERGY INC,"700 Milam Street, Suite 1900",Houston,TX,77002,100,221210
1013545,110070715987,2022,Sinton Compressor Station,,Sinton,TX,78387,SAN PATRICIO COUNTY,1,CHENIERE ENERGY INC,"700 Milam Street, Suite 1900",Houston,TX,77002,100,486210
1013992,110070931042,2022,Tatums Compressor Station,,Tatums,OK,73487,GARVIN COUNTY,1,CHENIERE ENERGY INC,"700 Milam Street, Suite 1900",Houston,TX,77002,100,486210
1008523,,2022,"Chesapeake Appalachia LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",6100 N. Western Avenue,Oklahoma City,OK,73118,,1,CHESAPEAKE ENERGY CORP,6100 N Western Ave,Oklahoma City,OK,73118,100,211130
1008526,,2022,"Chesapeake Operating LLC, 220 - Gulf Coast Basin",6100 N. Western Avenue,Oklahoma City,OK,73118,,1,CHESAPEAKE ENERGY CORP,6100 N Western Ave,Oklahoma City,OK,73118,100,211120
1008527,,2022,"Chesapeake Operating LLC, 230 - Arkla Basin",6100 N. Western Avenue,Oklahoma City,OK,73118,,1,CHESAPEAKE ENERGY CORP,6100 N Western Ave,Oklahoma City,OK,73118,100,211130
1008528,,2022,"Chesapeake Operating LLC, 260 - East Texas Basin",6100 N. Western Avenue,Oklahoma City,OK,73118,,1,CHESAPEAKE ENERGY CORP,6100 N Western Ave,Oklahoma City,OK,73118,100,211120
1012325,110042260219,2022,"Chesapeake Operating LLC, 220 - Gulf Coast Basin G&B",6100 N. Western Avenue,Oklahoma City,OK,73118,OKLAHOMA COUNTY,1,CHESAPEAKE ENERGY CORP,6100 N Western Ave,Oklahoma City,OK,73118,100,211120
1012749,110069222193,2022,"Eight Flags Energy, LLC",22 Gum Street,Fernandina Beach,FL,32034,NASSAU COUNTY,1,CHESAPEAKE UTILITIES CORP,909 Silver Lake Blvd,Dover,DE,19904,100,221112
1000507,110035420719,2022,Salinas River Cogeneration Facility,"Star Route 42, Wunpost Road",SAN ARDO,CA,93450,Monterey,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,221112
1001628,110070081799,2022,LISBURNE PRODUCTION CENTER,,Prudhoe Bay,AK,99734,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,1.2,211120
1001649,110067215882,2022,CENTRAL COMPRESSOR PLANT,,Prudhoe Bay,AK,99734,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,1.2,211120
1001650,110067215864,2022,CENTRAL GAS FACILITY,,Prudhoe Bay,AK,99734,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,1.2,211120
1001651,110070081803,2022,CENTRAL POWER STATION,,Prudhoe Bay,AK,99734,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,1.2,211120
1001737,110008972594,2022,ENDICOTT PRODUCTION FACILITY,,Prudhoe Bay,AK,99734,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,10.59,211130
1001801,110010681707,2022,SEAWATER INJECTION PLANT,,Prudhoe Bay,AK,99734,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,1.2,211120
1001962,110056954602,2022,AMERICAS STYRENICS LLC - ST JAMES PLANT,9901 HWY 18,ST. JAMES,LA,70086,ST. JAMES PARISH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,50,325110
1002146,110020148008,2022,"CHEVRON PHILLIPS CHEMICAL COMPANY, LP PORT ARTHUR PLANT",2001 SOUTH GULFWAY DRIVE,PORT ARTHUR,TX,77640,JEFFERSON COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,50,325110
1002345,110043805601,2022,Viosca Knoll 786 A,,Offshore,LA,00000,ST. TAMMANY PARISH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,50,211120
1002447,110043973947,2022,North Hobbs Reinjection Compression Facility (RCF) and West Injection Battery (WIB),1017 West Stanolind Road,Hobbs,NM,88240,LEA COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,21,211120
1002629,110012182422,2022,WASSON CO2 REMOVAL PLANT,2582 COUNTY ROAD 355,DENVER CITY,TX,79323,YOAKUM COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,1.9,211120
1002651,110071161281,2022,Mississippi Canyon 650 A,,Offshore,LA,00000,,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,75,211120
1002668,110043816261,2022,PEGASUS GAS PLANT,,MIDKIFF,TX,79755,MIDLAND COUNTY,1,Chevron Corp,"P.O. Box 9043, Sect. 732",Concord,CA,94524-9043,1.2112,211130
1002868,110001875686,2022,NORTH CROSS COMP STATION 4,4.3 M W ON US 67/385,MCCAMEY,TX,79752,UPTON COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,6.05,211120
1003286,110000377477,2022,Chevron Pascagoula Refinery,250 Industrial Road,Pascagoula,MS,39581,JACKSON COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,93.1,324110
1003286,110000377477,2022,Chevron Pascagoula Refinery,250 Industrial Road,Pascagoula,MS,39581,JACKSON COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,93.1,324110
1003610,110020506460,2022,CHEVRON PRODS.CO. RICHMOND REFY,841 CHEVRON WAY,RICHMOND,CA,94801,CONTRA COSTA COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,324110
1003774,110063990515,2022,"Mad Dog. MMS Platform ID 02481, Complex ID 1215-1",,Offshore,LA,00000,,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,15.6,211120
1003991,110007177768,2022,Chevron Phillips Chemical Company LP Cedar Bayou Plant,9500 I-10 East,Baytown,TX,77521,HARRIS COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,50,325110
1003998,110006825908,2022,SYCAMORE COGENERATION Facility,1546 SW China Grade Loop,BAKERSFIELD,CA,93308,KERN COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,221112
1004001,110006825908,2022,Kern River Cogeneration Facility,1546 SW China Grade Loop,BAKERSFIELD,CA,93308,KERN COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,221112
1004422,110063104670,2022,ConocoPhillips Alaska Inc - KRU CPF2,,North Slope,AK,00000,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,4.95,211120
1004998,110070081909,2022,ConocoPhillips Alaska Inc - KRU CPF3,,North Slope,AK,00000,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,4.95,211120
1005001,110070081910,2022,ConocoPhillips Alaska Inc - KRU STP,,North Slope,AK,00000,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,4.95,211120
1005789,110063104670,2022,ConocoPhillips Alaska Inc - KRU CPF1,,North Slope,AK,00000,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,4.95,211120
1005858,110041481456,2022,DENVER UNIT CO 2 RECOVERY PLANT,1.5 M N OF DENVER CITY ON SH 214,DENVER CITY,TX,79323,YOAKUM COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,17,211120
1006074,110071161282,2022,Green Canyon 641,,Offshore,LA,00000,,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,58,211120
1006189,110000469485,2022,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,2351 N 1100 W,SALT LAKE CITY,UT,84116,DAVIS COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,324110
1006838,110067216079,2022,"CRUDE OIL TOPPING UNIT, PRUDHOE BAY OPERATIONS CENTER, TARMAC CAMP",,Prudhoe Bay,AK,99734,NORTH SLOPE BOROUGH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,1.2,211120
1006967,110056970568,2022,CHEVRON PHILLIPS - SWEENY COMPLEX,21441 Loop 419,Sweeny,TX,77480,BRAZORIA COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,50,325110
1007371,110070208531,2022,SEAWATER TREATMENT PLANT,,Prudhoe Bay,AK,99734,NORTH SLOPE,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,1.2,211120
1007694,110070568584,2022,Chevron Oronite Oak Point,10285 Hwy 23 South,Belle Chasse,LA,70037,PLAQUEMINES PARISH,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,325199
1007978,110002899908,2022,"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",324 W EL SEGUNDO BLVD,EL SEGUNDO,CA,90245,LOS ANGELES COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,324110
1008270,110055512805,2022,Basin 540 Denver Julesburg - Noble Energy Inc.,1001 Noble Energy Way,Houston,TX,77070,HARRIS COUNTY,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,211130
1009054,,2022,Dollarhide Gas Plant,,Andrews,TX,79714,Andrews,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,51.55,211130
1009240,,2022,Chevron MCA 430 Permian Basin,6001 Bollinger Canyon Road,San Ramon,CA,94583,,1,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,211130
